,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Hourly_Rate,Applicants_Num,Client_Country
23457,Back-end development,Web Development,"Flutter, Other",0.0,2.0,0.0,16.0,0.0,19.0,18.0,Pakistan
23458,Ai mobile app development,Artificial Intelligence,Natural Language Processing,0.0,2.0,0.0,16.0,0.0,19.0,8.0,Pakistan
23460,Web Development,PHP,"HTML, CSS, PHP",0.0,2.0,0.0,16.0,0.0,37.0,18.0,Taiwan
23461,3D Game Art,Game Development,"Unity, Unreal Engine",0.0,2.0,0.0,4.0,0.0,7.5,35.0,Nepal
23462,3d design,Web Development,"HTML, CSS, JavaScript, Other",1.0,2.0,11.51293546492023,8.0,3.6635616461296463,27.5,35.0,United States
23463,Business Development,Web Development,"WordPress, Other",0.0,2.0,0.0,16.0,0.0,22.5,8.0,Pakistan
23465,Back-end development,Django,"Python, PostgreSQL, Docker, GraphQL, Other",1.0,2.0,9.210440366976517,16.0,3.58351893845611,9.0,8.0,Canada
23468,Web Development,Data Engineering,"WordPress, Other",0.0,2.0,0.0,16.0,0.0,22.5,8.0,Pakistan
23469,Bot development,Automation,"Python, Other",0.0,2.0,0.0,16.0,0.0,22.5,3.0,Pakistan
23470,Data Analysis and Visualization,Data Engineering,Python,1.0,2.0,7.601402334583733,8.0,1.791759469228055,45.0,35.0,Switzerland
23471,Programming Languages,Web Development,"Go, Docker",0.0,2.0,0.0,12.0,0.0,10.0,3.0,Australia
23478,Data Analysis and Visualization,Data Engineering,SQL,1.0,2.0,6.90875477931522,16.0,1.9459101490553132,35.0,50.0,Serbia
23479,3d architectural rendering,Web Development,"HTML, CSS, JavaScript, PHP, WordPress",1.0,2.0,6.90875477931522,8.0,1.3862943611198906,6.5,3.0,Lithuania
23480,WordPress development,Web Development,"PHP, HTML, CSS, JavaScript, WordPress",1.0,2.0,0.0,8.0,0.0,22.5,35.0,Bangladesh
23482,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript, PHP, MySQL",1.0,2.0,9.210440366976517,8.0,1.6094379124341003,17.0,50.0,United Arab Emirates
23485,E-commerce Platforms,Web Development,"JavaScript, Node.js, Alibaba Cloud, Other",0.0,2.0,4.394449154672439,16.0,0.0,30.0,8.0,Switzerland
23486,Android developer,Mobile Development,Flutter,0.0,2.0,0.0,16.0,0.0,22.5,35.0,Pakistan
23488,Mobile Development,Programming Languages,"iOS, Swift",0.0,2.0,0.0,16.0,0.0,22.5,13.0,Pakistan
23489,App development,Python,Django,0.0,2.0,0.0,4.0,0.0,22.5,3.0,India
23492,E-commerce Platforms,Web Development,Shopify,1.0,2.0,10.596659732783579,8.0,0.0,35.0,8.0,Norway
23493,Algorithm development,Embedded Systems,Other,1.0,2.0,10.596659732783579,16.0,5.389071729816501,15.0,13.0,South Africa
23495,Brand development,Web Development,WordPress,1.0,2.0,10.819798284210286,16.0,1.6094379124341003,22.5,13.0,Switzerland
23496,"3d animation, 3d illustration",Web Development,JavaScript,1.0,2.0,6.803505257608338,16.0,1.9459101490553132,6.5,3.0,India
23499,E-commerce Platforms,Web Development,"Shopify, Other",1.0,2.0,8.006700845440367,16.0,3.4965075614664802,22.5,35.0,India
23502,Web Development,Front-end Development,"HTML, CSS, JavaScript, React, Bootstrap",1.0,2.0,6.803505257608338,16.0,2.4849066497880004,37.0,35.0,Netherlands
23507,E-commerce Platforms,Web Development,Other,1.0,2.0,7.601402334583733,16.0,1.9459101490553132,27.5,50.0,United Arab Emirates
23509,E-commerce Platforms,Web Development,"WooCommerce, WordPress",1.0,2.0,6.2166061010848646,16.0,1.0986122886681098,30.0,3.0,Denmark
23510,Web Development,Databases,"PHP, MySQL",1.0,2.0,10.819798284210286,16.0,5.488937726156687,14.0,8.0,Germany
23513,Brand development,Web Development,"HTML, CSS",0.0,2.0,0.0,12.0,0.0,35.0,13.0,India
23516,Branding & Marketing,Web Development,Other,0.0,2.0,0.0,16.0,0.0,11.5,3.0,Pakistan
23519,3d design,Web Development,"JavaScript, HTML, CSS",0.0,2.0,0.0,16.0,0.0,33.0,3.0,New Zealand
23521,E-commerce Platforms,Web Development,"Shopify, TikTok",1.0,2.0,8.517393171418904,8.0,0.0,18.0,8.0,Finland
23524,Branding & Marketing,Web Development,"RESTful API, Git, GitHub",1.0,2.0,6.90875477931522,16.0,0.0,35.0,35.0,United Arab Emirates
23525,Brand development,Web Development,"WordPress, Other",1.0,2.0,9.210440366976517,16.0,3.4965075614664802,27.5,35.0,United Kingdom
23526,Android app development,Web Development,"React Native, PHP, Firebase, Stripe API, Git, GitHub Actions, Other",1.0,2.0,11.51293546492023,16.0,3.58351893845611,30.0,35.0,United Kingdom
23528,C++,API Development,"C++, Other",1.0,2.0,9.90353755128617,16.0,3.6109179126442243,19.0,35.0,China
23530,B2b marketing,APIs and Integrations,"Spring Boot, PostgreSQL, Docker, Other",1.0,2.0,11.289794413577894,16.0,3.8501476017100584,43.0,3.0,United Arab Emirates
23531,App development,Web Development,"HTML, CSS, JavaScript, React",0.0,2.0,0.0,12.0,0.0,22.5,8.0,India
23535,App development,Mobile Development,"Android, Other",1.0,2.0,1.791759469228055,16.0,0.6931471805599453,25.0,35.0,India
23536,Web Development,Frameworks and Libraries,"PHP, Other",1.0,2.0,4.394449154672439,16.0,3.8501476017100584,43.0,3.0,United Arab Emirates
23542,E-commerce Platforms,Web Development,Shopify,0.0,2.0,0.0,4.0,0.0,25.0,35.0,Pakistan
23545,Web Development,WordPress,"WordPress, Other",0.0,2.0,0.0,12.0,0.0,17.0,3.0,Pakistan
23546,UI/UX Design,Mobile Development,"Android, iOS, Other",1.0,2.0,4.2626798770413155,16.0,1.3862943611198906,7.5,3.0,Portugal
23547,Business applications development,Web Development,WordPress,0.0,2.0,0.0,12.0,0.0,22.5,35.0,Australia
23548,Automation,Data Engineering,"Node.js, Other",1.0,2.0,9.210440366976517,8.0,3.828641396489095,16.5,3.0,Germany
23554,API Development,Web Development,"HTML, CSS, JavaScript, API Development",0.0,2.0,0.0,8.0,0.0,34.0,13.0,United States
23556,3d animation,Web Development,Other,1.0,2.0,4.61512051684126,4.0,0.0,22.5,35.0,United Kingdom
23559,App development,Mobile Development,"Flutter, Firebase, Other",1.0,2.0,9.90353755128617,16.0,1.791759469228055,45.0,35.0,Germany
23561,App development,Mobile Development,Other,0.0,2.0,0.0,12.0,0.0,10.0,13.0,Sri Lanka
23562,App development,Mobile Development,"Google Cloud Platform, Firebase",0.0,2.0,0.0,12.0,0.0,17.0,18.0,United States
23568,App development,Web Development,"Vue.js, API Development, MySQL, Other",1.0,2.0,0.0,8.0,0.0,30.0,18.0,Canada
23569,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, PHP",1.0,2.0,9.90353755128617,16.0,3.6109179126442243,17.5,8.0,China
23571,Blockchain development,Smart Contracts,"Ethereum, Solidity, Other",0.0,2.0,0.0,12.0,0.0,30.0,13.0,India
23576,API development,Backend development,Other,1.0,2.0,6.68586094706836,8.0,0.0,22.5,35.0,South Africa
23577,API Development,Web Development,"JavaScript, Other",1.0,2.0,5.993961427306569,16.0,0.6931471805599453,5.5,13.0,United Kingdom
23578,App development,Mobile Development,"Android, iOS",0.0,2.0,0.0,4.0,0.0,37.0,8.0,Iceland
23579,E-commerce Platforms,Web Development,"Stripe API, JavaScript, HTML, CSS",1.0,2.0,5.707110264748875,16.0,0.6931471805599453,145.0,35.0,United States
23581,Web Development,E-commerce Platforms,"HTML, CSS, JavaScript, WordPress",1.0,2.0,8.853808274977197,16.0,3.6635616461296463,19.0,13.0,United Kingdom
23583,API development,Mobile Development,"Android, iOS, API Development",0.0,2.0,0.0,8.0,0.0,20.0,3.0,India
23586,Business development,AI mobile app development,"Python, TensorFlow, Flask, Heroku",0.0,2.0,0.0,12.0,0.0,22.5,13.0,India
23589,App development,Mobile Development,Other,0.0,2.0,0.0,12.0,0.0,37.0,35.0,United States
23592,B2b marketing,Cloud Platforms,"AWS, Google Cloud Platform",0.0,2.0,0.0,4.0,0.0,3.0,8.0,India
23596,Business development,ERP,Java,1.0,2.0,5.707110264748875,16.0,0.6931471805599453,17.5,18.0,India
23601,Branding & Marketing,Web Development,"HTML, CSS, JavaScript",1.0,2.0,10.596659732783579,16.0,3.295836866004329,26.0,13.0,United States
23604,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,0.0,12.0,0.0,57.5,8.0,Canada
23605,Web Development,Database,"Flutter, SQL, Other",0.0,2.0,0.0,4.0,0.0,9.0,35.0,India
23613,3D Game Art,"Gaming, Artificial Intelligence","Unity, Machine Learning, Other",1.0,2.0,7.601402334583733,16.0,1.0986122886681098,20.0,35.0,Serbia
23614,Web Development,Performance Optimization,"WordPress, PHP, MySQL, Other",1.0,2.0,8.006700845440367,16.0,2.772588722239781,17.5,18.0,Pakistan
23621,Business Development,Web Development,"PHP, Other",0.0,2.0,0.0,4.0,0.0,15.0,3.0,India
23624,E-commerce Platforms,Web Development,"WordPress, Stripe API, Other",1.0,2.0,11.289794413577894,16.0,4.969813299576001,30.0,3.0,Switzerland
23631,Web Development,React,"API Development, JavaScript, React, Other",1.0,2.0,0.0,8.0,0.0,37.0,35.0,New Zealand
23635,Business development,Web Development,WordPress,0.0,2.0,0.0,12.0,0.0,32.5,8.0,United States
23638,Web Development,Front-end Development,"HTML, CSS, JavaScript",1.0,2.0,7.601402334583733,8.0,1.0986122886681098,13.5,13.0,United Kingdom
23642,Stakeholder Management,Agile Software Development,Other,0.0,2.0,0.0,4.0,0.0,37.0,13.0,Australia
23644,3d model,Programming Languages,C#,0.0,2.0,0.0,12.0,0.0,125.0,35.0,China
23648,B2b marketing,Mobile Development,"iOS, Other",1.0,2.0,7.601402334583733,16.0,2.302585092994046,7.5,13.0,India
23651,Android developer,Mobile Development,"Android, Other",0.0,2.0,0.0,12.0,0.0,19.0,8.0,India
23654,App development,Mobile Development,Other,1.0,2.0,11.51293546492023,16.0,4.68213122712422,55.0,35.0,United States
23657,App development,Mobile Development,"Wix, HTML, CSS, JavaScript, Android, iOS",1.0,2.0,0.0,16.0,0.0,28.5,13.0,United States
23660,E-commerce Platforms,Web Development,Shopify,1.0,2.0,4.61512051684126,16.0,1.6094379124341003,18.0,35.0,Poland
23662,Business Development,Gaming,Other,1.0,2.0,3.044522437723423,8.0,0.0,22.5,35.0,Canada
23664,B2b marketing,Web Development,Other,0.0,2.0,0.0,12.0,0.0,38.5,35.0,United Arab Emirates
23667,3d design,Web Development,"WordPress, Other",1.0,2.0,2.3978952727983707,16.0,0.6931471805599453,15.5,35.0,India
23672,Web Development,JavaScript,"HTML, CSS",0.0,2.0,0.0,12.0,0.0,31.0,35.0,India
23673,Business development,Business applications development,Other,1.0,2.0,4.2626798770413155,16.0,0.6931471805599453,4.0,35.0,United Arab Emirates
23674,Business development,Marketing,Other,1.0,2.0,11.51293546492023,16.0,3.367295829986474,20.0,35.0,Australia
23675,3d modeling,Web Development,"React, JavaScript",0.0,2.0,0.0,12.0,0.0,15.0,8.0,United Arab Emirates
23679,App development,Mobile Development,"Android, iOS",1.0,2.0,11.51293546492023,16.0,5.752572638825633,6.0,35.0,South Korea
23680,Branding & Marketing,Web Development,"Shopify, Other",1.0,2.0,9.210440366976517,16.0,2.9444389791664403,35.0,35.0,Japan
23681,Web Development,"HTML, CSS",JavaScript,0.0,2.0,0.0,12.0,0.0,15.0,8.0,India
23682,API Development,Python,"Postman, RESTful API",1.0,2.0,11.51293546492023,16.0,4.68213122712422,30.0,35.0,United States
23684,iOS developer,Mobile Development,"iOS, Swift",1.0,2.0,0.0,8.0,0.0,20.0,13.0,Bangladesh
23687,App development,Web Development,Other,1.0,2.0,9.90353755128617,16.0,3.332204510175204,5.0,35.0,United States
23691,Android developer,Mobile Development,"Java, Kotlin",1.0,2.0,0.0,16.0,0.0,27.5,35.0,Australia
23692,API Development,Web Development,"RESTful API, Python, Other",1.0,2.0,5.303304908059076,16.0,0.0,30.0,18.0,Australia
23693,API Development,Web Development,"API Development, Other",0.0,2.0,0.0,16.0,0.0,12.5,8.0,India
23695,Branding & marketing,Web Development,"HTML, CSS, JavaScript, React, Node.js, Solidity, Ethereum, NFT, Blockchain",1.0,2.0,0.0,8.0,0.0,60.0,35.0,United States
23699,App Development,Web Development,"PHP, Vue.js, RESTful API, Other",1.0,2.0,9.210440366976517,16.0,2.302585092994046,30.0,35.0,Australia
23702,Mobile Development,Xamarin,"C#, iOS, Other",1.0,2.0,0.0,16.0,0.0,42.5,18.0,United States
23706,3d game art,Reverse Engineering,"C++, Other",1.0,2.0,8.294299608857235,8.0,2.302585092994046,10.0,35.0,Netherlands
23716,E-commerce Platforms,Web Development,"Shopify, Other",1.0,2.0,10.596659732783579,16.0,3.5263605246161616,30.0,35.0,Israel
23725,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript, PHP, MySQL",0.0,2.0,0.0,12.0,0.0,51.0,8.0,India
23729,DevOps and CI/CD,Web Development,"WordPress, Penetration Testing, Other",1.0,2.0,3.044522437723423,8.0,0.0,20.0,50.0,United States
23730,Branding & Marketing,Web Development,"JavaScript, WooCommerce, WordPress, Git",0.0,2.0,0.0,12.0,0.0,37.0,3.0,Puerto Rico
23737,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, WordPress",0.0,2.0,0.0,12.0,0.0,11.0,13.0,India
23740,Brand development,Web Development,"Webflow, HTML, CSS, JavaScript, Other",1.0,2.0,9.210440366976517,16.0,0.6931471805599453,22.5,35.0,United States
23743,Web Development,API Development,"JavaScript, RESTful API, Postman",0.0,2.0,0.0,8.0,0.0,32.5,35.0,New Zealand
23744,Branding & Marketing,Web Development,"WordPress, WooCommerce, Other",1.0,2.0,8.853808274977197,8.0,1.6094379124341003,27.5,35.0,United States
23747,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,4.0,0.0,12.5,13.0,United States
23749,Business development,Web Development,"HTML, CSS",0.0,2.0,0.0,12.0,0.0,30.0,8.0,India
23754,Branding & Marketing,Web Development,"WordPress, PHP, HTML, CSS, JavaScript",1.0,2.0,6.90875477931522,16.0,2.0794415416798357,25.0,35.0,United States
23756,API development,Web Development,"Google APIs, MongoDB, Other",1.0,2.0,9.90353755128617,8.0,5.0106352940962555,10.0,50.0,Ireland
23758,Android developer,Mobile Development,Android,1.0,2.0,3.9318256327243257,16.0,0.6931471805599453,27.5,50.0,United States
23762,Android app development,Mobile Development,"Android, Other",1.0,2.0,10.308985993422082,16.0,1.0986122886681098,105.0,18.0,United States
23768,Android app development,Mobile Development,"Kotlin, Swift, Node.js",0.0,2.0,0.0,8.0,0.0,22.5,35.0,Canada
23770,UI/UX Design,Mobile Development,"Android, Other",1.0,2.0,10.308985993422082,16.0,1.0986122886681098,75.0,18.0,United States
23772,3D Animation,Video Editing,Other,0.0,2.0,0.0,12.0,0.0,15.0,13.0,United States
23773,App development,Mobile Development,"Android, iOS",1.0,2.0,9.105090961257085,16.0,1.3862943611198906,12.5,8.0,United States
23774,Android app development,Mobile Development,"Java, Kotlin, Firebase, Restful API, Google APIs, Automated Testing, Other",1.0,2.0,0.0,8.0,0.0,25.0,13.0,India
23777,Back-end development,Web Development,"Ruby, Other",1.0,2.0,0.0,8.0,0.0,6.5,35.0,United Kingdom
23779,Mobile Development,App Development,Other,1.0,2.0,9.105090961257085,16.0,2.5649493574615367,29.5,50.0,United States
23782,"Android app development, Flutter development, Unity development",Mobile Development,"Android, Flutter, Unity",1.0,2.0,8.294299608857235,16.0,2.6390573296152584,64.5,35.0,United States
23786,Web Development,Programming Languages,"Java, JavaScript, Other",1.0,2.0,11.407576060361786,8.0,3.044522437723423,23.5,35.0,United States
23787,App development,Mobile Development,"Flutter, Other",1.0,2.0,6.2166061010848646,16.0,0.6931471805599453,37.0,35.0,United States
23788,Web Development,CSS,Other,0.0,2.0,0.0,4.0,0.0,40.0,8.0,Singapore
23792,API Development,Web Development,"Python, Flask, Other",1.0,2.0,0.0,16.0,0.0,10.0,18.0,United States
23793,Web Development,Programming Languages,"HTML, CSS, JavaScript",1.0,2.0,11.51293546492023,16.0,4.30406509320417,22.5,18.0,United States
23794,Branding & Marketing,Web Development,"WordPress, Wix, Other",0.0,2.0,0.0,4.0,0.0,12.5,3.0,Mexico
23796,Business development,API Development,"Python, GitHub",1.0,2.0,0.0,12.0,0.0,22.5,18.0,United States
23799,Blockchain development,Mobile Development,"Ethereum, Other",1.0,2.0,6.55250788703459,16.0,1.6094379124341003,6.0,8.0,India
23803,Brand Development,E-commerce Platforms,"WordPress, Stripe API, WooCommerce, Other",1.0,2.0,2.3978952727983707,16.0,0.6931471805599453,22.5,35.0,Australia
23805,Blockchain development,Python,"Ethereum, Blockchain, Smart Contracts, Solidity, Other",1.0,2.0,6.90875477931522,8.0,1.6094379124341003,52.5,35.0,United States
23809,Web Development,Web Development,"HTML, CSS, JavaScript, PHP, Other",1.0,2.0,4.61512051684126,12.0,1.0986122886681098,12.5,13.0,United States
23811,E-commerce Platforms,Web Development,"Python, Django, JavaScript, HTML, CSS, SQL",1.0,2.0,10.596659732783579,8.0,4.007333185232471,15.0,35.0,United States
23812,SEO,Online Reputation Management,Other,1.0,2.0,5.303304908059076,16.0,0.0,20.0,13.0,United States
23815,API Development,Web Development,Other,0.0,2.0,0.0,12.0,0.0,22.5,35.0,United States
23817,DevOps and CI/CD,Version Control,GitHub,1.0,2.0,8.987321812850125,8.0,2.0794415416798357,35.0,18.0,United States
23818,3d modeling,3D Modeling and Animation,"Blender, Autodesk Maya",1.0,2.0,11.51293546492023,8.0,4.30406509320417,35.0,3.0,United States
23819,E-commerce Platforms,CRM and Marketing Tools,"Magento, Other",1.0,2.0,5.303304908059076,8.0,0.0,12.5,35.0,United States
23820,Branding & Marketing,Web Development,Other,1.0,2.0,0.0,12.0,0.0,22.5,3.0,United States
23821,3d avatar,Artificial Intelligence,"Azure, Other",1.0,2.0,9.210440366976517,8.0,3.332204510175204,27.5,8.0,United States
23823,DevOps and CI/CD,Cloud Platforms,Other,1.0,2.0,6.90875477931522,16.0,0.0,22.5,13.0,United States
23826,AI mobile app development,APIs and Integrations,"Python, Other",1.0,2.0,7.601402334583733,8.0,0.0,15.0,50.0,United States
23829,Data Analysis and Visualization,Web Development,"Python, Other",1.0,2.0,8.853808274977197,16.0,2.8903717578961645,40.0,35.0,Australia
23835,Web Development,E-commerce Platforms,"WordPress, WooCommerce",1.0,2.0,11.51293546492023,16.0,4.912654885736052,30.0,35.0,Australia
23836,E-commerce Platforms,Web Development,Shopify,1.0,2.0,9.210440366976517,8.0,2.995732273553991,4.0,35.0,Canada
23837,Game Development,Mobile Development,Unity,1.0,2.0,5.303304908059076,16.0,0.6931471805599453,17.5,8.0,Morocco
23839,Business Development,Remote Work,Other,0.0,2.0,0.0,12.0,0.0,12.5,13.0,United States
23841,Business Development,Cloud Platforms,Azure,0.0,2.0,4.394449154672439,4.0,0.0,4.0,8.0,Netherlands
23843,3d design,Web Development,Other,0.0,2.0,0.0,4.0,0.0,25.0,3.0,Romania
23844,Full Stack Development,Web Development,"JavaScript, Node.js, React, MongoDB",1.0,2.0,9.210440366976517,16.0,2.8903717578961645,6.5,35.0,United States
23845,Algorithm development,Programming Languages,Other,1.0,2.0,5.707110264748875,8.0,2.302585092994046,20.0,8.0,India
23849,App development,Full Stack Development,"React, Django",0.0,2.0,0.0,12.0,0.0,25.5,3.0,Pakistan
23850,Mobile development,Mobile Development,"Swift, Java, Kotlin, Machine Learning, Natural Language Processing, Other",0.0,2.0,0.0,12.0,0.0,3.0,8.0,Philippines
23854,SEO,Web Development,Other,0.0,2.0,0.0,16.0,0.0,5.5,8.0,Philippines
23857,CRM and Marketing Tools,Data Engineering,"SQL, Python",0.0,2.0,0.0,12.0,0.0,22.5,13.0,Kenya
23859,Web Development,Web Development,"WordPress, HTML, CSS, JavaScript",0.0,2.0,0.0,12.0,0.0,32.5,35.0,United States
23864,Data Engineering,Data Engineering,"PostgreSQL, Other",1.0,2.0,8.517393171418904,8.0,1.791759469228055,10.0,35.0,Germany
23865,Web Development,Web Development,WordPress,0.0,2.0,0.0,12.0,0.0,17.5,3.0,India
23870,3d design,Web Development,"WordPress, HTML, CSS, JavaScript, PHP, Other",0.0,2.0,0.0,12.0,0.0,35.0,35.0,United States
23871,3d mapping,Web Development,"JavaScript, HTML, CSS, Other",0.0,2.0,0.0,12.0,0.0,53.0,35.0,United States
23873,API development,Python,"Python, Other",1.0,2.0,0.0,16.0,0.0,42.5,35.0,Jordan
23874,3d design,Web Development,Other,0.0,2.0,0.0,16.0,0.0,32.5,35.0,Canada
23875,E-commerce Platforms,Web Development,WordPress,1.0,2.0,11.51293546492023,16.0,3.367295829986474,22.5,35.0,United States
23876,Web Development,E-commerce Platforms,Other,1.0,2.0,0.0,8.0,0.0,32.5,35.0,United Kingdom
23881,App development,Web Development,"Blockchain, Ethereum",0.0,2.0,0.0,8.0,0.0,30.0,13.0,United Kingdom
23883,DevOps,Cloud Platforms,"AWS, Terraform, Python",0.0,2.0,0.0,12.0,0.0,22.5,35.0,United States
23885,E-commerce Platforms,Web Development,"JavaScript, React, Node.js, MongoDB",1.0,2.0,11.51293546492023,16.0,3.4011973816621555,22.5,35.0,United States
23887,API Development,Web Development,"Python, Django",1.0,2.0,0.0,16.0,0.0,37.0,35.0,United States
23892,App development,CRM and Marketing Tools,"Excel, Python, SQL, Other",1.0,2.0,5.707110264748875,16.0,0.0,29.5,13.0,United States
23894,App development,Web Development,Other,1.0,2.0,7.601402334583733,16.0,0.6931471805599453,20.0,3.0,Australia
23896,Blockchain development,API Development,"Node.js, Ethereum, Other",1.0,2.0,0.0,12.0,0.0,29.5,18.0,United States
23899,API Development,Web Development,"JavaScript, Node.js, MongoDB, Other",0.0,2.0,0.0,12.0,0.0,25.0,18.0,United States
23900,B2C marketing,Web Development,Other,1.0,2.0,9.90353755128617,16.0,4.007333185232471,17.5,18.0,United States
23901,Testing,,Other,1.0,2.0,9.90353755128617,16.0,2.302585092994046,87.5,35.0,United States
23904,Branding & Marketing,Web Development,"Shopify, HTML, CSS, JavaScript, PHP",1.0,2.0,7.601402334583733,16.0,0.6931471805599453,15.0,3.0,Australia
23907,Branding & Marketing,CRM and Marketing Tools,"Salesforce, Other",1.0,2.0,10.308985993422082,16.0,4.248495242049359,50.0,18.0,United States
23908,3d game art,AI,"Google Cloud Platform, Firebase, Other",0.0,2.0,0.0,4.0,0.0,27.5,13.0,Ghana
23909,App development,Mobile Development,"iOS, RESTful API, GraphQL, Firebase, Other",1.0,2.0,11.51293546492023,16.0,2.3978952727983707,15.0,50.0,United States
23911,Web Development,Node.js,"MongoDB, HTML, CSS, JavaScript",0.0,2.0,0.0,12.0,0.0,11.5,35.0,United States
23914,Data Analysis and Visualization,Databases,"MongoDB, Other",1.0,2.0,11.407576060361786,16.0,4.007333185232471,89.5,35.0,United States
23916,"Ai mobile app development,","API Development,","Python, Other",1.0,2.0,10.308985993422082,16.0,3.2188758248682006,32.5,35.0,United States
23917,API development,APIs and Integrations,"Oracle Database, Postman",1.0,2.0,5.303304908059076,16.0,2.0794415416798357,70.0,8.0,India
23919,Mobile Development,API Development,"Android, Google APIs, Java",1.0,2.0,5.707110264748875,16.0,2.302585092994046,63.5,13.0,United States
23920,App Development,Mobile Development,Other,1.0,2.0,0.0,8.0,0.0,65.0,8.0,United States
23922,API Development,APIs and Integrations,"Go, Python, Postman",1.0,2.0,6.68586094706836,8.0,0.0,22.5,8.0,Australia
23927,Web Development,WordPress,"PHP, HTML, CSS, JavaScript, WordPress",0.0,2.0,0.0,4.0,0.0,30.0,35.0,Germany
23928,Api development,Programming Languages,"Python, Other",1.0,2.0,0.0,16.0,0.0,75.0,3.0,United Kingdom
23929,Web Development,Web Development,"HTML, CSS, JavaScript, WordPress, Other",1.0,2.0,9.210440366976517,16.0,3.044522437723423,22.5,50.0,United States
23930,Web Development,React,"HTML, API Development, Other",1.0,2.0,8.006700845440367,16.0,2.0794415416798357,17.5,13.0,United States
23931,Branding & Marketing,Web Development,"WordPress, API Development, Python",0.0,2.0,0.0,16.0,0.0,20.0,18.0,United States
23932,Blockchain development,Blockchain and Crypto,Ethereum,0.0,2.0,0.0,16.0,0.0,50.0,35.0,United States
23934,API Development,Backend Development,"Python, Postman, Other",1.0,2.0,0.0,16.0,0.0,95.0,13.0,Turkey
23936,Blog development,Web Development,Other,1.0,2.0,6.55250788703459,16.0,1.0986122886681098,25.5,35.0,United States
23937,Web Development,Web Development,"HTML, CSS, JavaScript",0.0,2.0,0.0,12.0,0.0,20.0,18.0,Pakistan
23938,Artificial Intelligence,Machine Learning,"Python, Java, C++, TensorFlow, Keras, PyTorch",1.0,2.0,6.803505257608338,16.0,1.0986122886681098,22.5,50.0,United States
23941,"Data Analysis and Visualization,","Web Development,","HTML, CSS, JavaScript, Node.js",1.0,2.0,11.002116507732017,16.0,3.332204510175204,45.0,18.0,United States
23947,Back-end development,C#,Other,0.0,2.0,0.0,4.0,0.0,65.0,35.0,United States
23949,App development,,API Development,1.0,2.0,9.90353755128617,16.0,3.6375861597263857,25.5,50.0,United States
23950,Branding & marketing,Web Development,"HTML, CSS, PHP, JavaScript, WordPress, Other",1.0,2.0,0.0,16.0,0.0,30.0,13.0,Estonia
23952,App Development,Cloud Platforms,"Java, Python, Node.js, RESTful API, AWS, Azure, Google Cloud Platform",0.0,2.0,0.0,12.0,0.0,25.0,8.0,United States
23955,Business Development,Web Development,Other,0.0,2.0,0.0,12.0,0.0,25.0,35.0,United States
23957,Back-end development,Databases,"PostgreSQL, AWS, Docker, SQL, Other",1.0,2.0,10.308985993422082,8.0,3.1354942159291497,22.5,35.0,Canada
23958,App development,APIs and Integrations,"Stripe API, Other",1.0,2.0,2.3978952727983707,12.0,0.0,12.5,18.0,United States
23959,Programming Languages,Web Development,"C#, Other",1.0,2.0,9.90353755128617,8.0,2.1972245773362196,37.5,35.0,United States
23963,Backend development,Web Development,"PHP, Other",0.0,2.0,0.0,12.0,0.0,37.0,35.0,Australia
23964,App development,Mobile Development,"Android, iOS",1.0,2.0,10.308985993422082,16.0,1.0986122886681098,70.0,35.0,United States
23965,Data Analysis and Visualization,Web Development,"Python, AWS",1.0,2.0,7.601402334583733,8.0,2.5649493574615367,37.0,13.0,United Kingdom
23967,3d design,UI/UX Design,Other,0.0,2.0,0.0,4.0,0.0,25.5,13.0,India
23971,Branding & Marketing,Web Development,"WordPress, PHP, Stripe API, Other",0.0,2.0,0.0,12.0,0.0,37.0,50.0,United States
23975,Web Development,Programming Languages,"React, Other",1.0,2.0,8.517393171418904,16.0,2.1972245773362196,35.0,35.0,Uruguay
23976,Data Analysis and Visualization,Data Engineering,"SQL, Python, Other",0.0,2.0,0.0,16.0,0.0,22.5,3.0,Pakistan
23977,Business development,Web Development,"HTML, CSS, JavaScript",0.0,2.0,0.0,12.0,0.0,22.5,3.0,Pakistan
23978,App development,Web Development,"WordPress, RESTful API, Google APIs",0.0,2.0,0.0,12.0,0.0,55.0,35.0,United States
23980,Brand Development,Content Creation,Other,1.0,2.0,7.601402334583733,16.0,1.9459101490553132,20.0,8.0,Canada
23983,App development,Web Development,"Webflow, Other",0.0,2.0,0.0,12.0,0.0,30.0,8.0,New Zealand
23985,Web Development,Mobile Development,"HTML, CSS, JavaScript",1.0,2.0,10.819798284210286,8.0,4.430816798843313,15.0,13.0,Israel
23986,CRM and Marketing Tools,CRM and Marketing Tools,"Salesforce, Other",1.0,2.0,11.51293546492023,16.0,4.634728988229636,82.5,3.0,United States
23987,Back-end development,Web Development,"Typescript, React, GraphQL, Other",1.0,2.0,9.210440366976517,8.0,2.5649493574615367,10.0,35.0,Belgium
