,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Applicants_Num,Client_Country
24621,App Development,Web Development,"Python, Other",1.0,2.0,3.4339872044851463,8.0,0.0,25.0,8.0,United Kingdom
24622,App development,Web Development,Other,1.0,2.0,9.210440366976517,12.0,5.288267030694535,120.0,3.0,Spain
24625,Cybersecurity,DevOps and CI/CD,Python,1.0,2.0,2.1972245773362196,8.0,0.6931471805599453,35.0,3.0,India
24628,B2b marketing,Web Development,"C#, Other",1.0,2.0,5.303304908059076,8.0,1.0986122886681098,30.0,18.0,Bulgaria
24629,3d art,Networking,"C++, Other",0.0,2.0,0.0,4.0,0.0,10.0,3.0,India
24630,Bot development,Web Development,"Python, Selenium, Other",1.0,2.0,11.51293546492023,12.0,3.1354942159291497,500.0,8.0,United States
24633,Web Development,Web Development,"Wix, WordPress",1.0,2.0,0.0,12.0,0.0,200.0,8.0,Singapore
24635,Brand Development,Web Development,"WordPress, Other",1.0,2.0,0.0,16.0,0.0,3000.0,50.0,Israel
24636,E-commerce Platforms,Web Development,Shopify,1.0,2.0,0.0,8.0,0.0,35.0,3.0,India
24637,3d design,Web Development,Other,0.0,2.0,0.0,12.0,0.0,100.0,8.0,Pakistan
24640,Mobile Development,Flutter,Flutter,0.0,2.0,0.0,8.0,0.0,500.0,35.0,United Kingdom
24641,App development,API Development,"PHP, WordPress",0.0,2.0,0.0,4.0,0.0,5.0,13.0,India
24643,App development,Data Analysis and Visualization,Other,1.0,2.0,8.987321812850125,12.0,2.302585092994046,50.0,8.0,France
24644,Web Development,Back-end development,"Python, Django",0.0,2.0,0.0,8.0,0.0,300.0,8.0,United States
24645,Back-end Development,Web Development,React,1.0,2.0,4.51085950651685,8.0,0.0,35.0,8.0,Belgium
24653,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,9.210440366976517,12.0,4.356708826689592,65.0,8.0,Mexico
24654,API Development,Web Development,"JavaScript, API Development",0.0,2.0,0.0,12.0,0.0,3000.0,8.0,South Korea
24655,App development,Web Development,Other,0.0,2.0,0.0,12.0,0.0,500.0,18.0,United Kingdom
24658,Behavior-driven development,Natural Language Processing,"Python, GitHub",0.0,2.0,0.0,8.0,0.0,5.0,8.0,India
24659,Branding & Marketing,Web Development,"WordPress, Other",1.0,2.0,2.0794415416798357,8.0,0.0,26.0,3.0,India
24660,Front-end development,Web Development,"Angular, JavaScript",1.0,2.0,8.517393171418904,8.0,4.948759890378168,5.0,3.0,Singapore
24661,API Development,Integration,"Zoho CRM, Python, RESTful API, Other",0.0,2.0,0.0,12.0,0.0,200.0,18.0,Pakistan
24666,Branding & marketing,Social Media and Marketing,Other,1.0,2.0,11.289794413577894,16.0,1.0986122886681098,5000.0,18.0,United States
24668,3d design,Web Development,"PHP, JavaScript, HTML, Other",0.0,2.0,0.0,12.0,0.0,200.0,8.0,Kenya
24669,App Development,Cloud Platforms,"Google Cloud Platform, AWS",0.0,2.0,0.0,12.0,0.0,750.0,13.0,Turkey
24671,Branding & Marketing,Web Development,"Wix, Squarespace, Shopify",1.0,2.0,0.0,8.0,0.0,35.0,3.0,India
24673,Product Management,Mobile Development,Other,0.0,2.0,0.0,12.0,0.0,150.0,13.0,Kenya
24677,Branding & Marketing,Mobile Development,"iOS, Other",0.0,2.0,0.0,8.0,0.0,500.0,18.0,Vietnam
24678,Back-end development,Web Development,"MySQL, Other",1.0,2.0,0.0,12.0,0.0,500.0,35.0,Saudi Arabia
24679,Brand Development,Web Development,"JavaScript, HTML, CSS, PHP, MySQL, Postman",1.0,2.0,0.0,16.0,0.0,1200.0,3.0,China
24680,App Development,Mobile Development,"React Native, Flutter, Other",1.0,2.0,5.707110264748875,12.0,1.0986122886681098,75.0,18.0,United States
24682,Back-end development,Web Development,"Java, AWS, Angular",0.0,2.0,0.0,16.0,0.0,23000.0,35.0,India
24685,App development,Web Development,"WordPress, PHP, HTML, CSS, JavaScript, Other",0.0,2.0,0.0,8.0,0.0,300.0,8.0,Australia
24688,Api development,APIs and Integrations,"Postman, Other",1.0,2.0,2.0794415416798357,8.0,0.6931471805599453,20.0,35.0,Bermuda
24689,Web Development,Web Development,WordPress,1.0,2.0,6.90875477931522,8.0,3.332204510175204,20.0,13.0,Thailand
24690,Data Analysis and Visualization,Data Engineering,SQL,1.0,2.0,8.517393171418904,12.0,2.833213344056216,200.0,35.0,United States
24692,Web Development,Web Development,"JavaScript, HTML, CSS, PHP, MySQL",1.0,2.0,5.303304908059076,12.0,0.0,150.0,13.0,Brazil
24693,Web Development,E-commerce Platforms,"HTML, CSS, JavaScript, WordPress",1.0,2.0,0.0,8.0,0.0,40.0,13.0,Malaysia
24695,Branding & Marketing,Web Development,"Google Analytics, Mailchimp, Other",1.0,2.0,6.90875477931522,12.0,4.68213122712422,50.0,18.0,Lithuania
24697,E-commerce Platforms,Web Development,Other,0.0,2.0,0.0,8.0,0.0,300.0,18.0,United States
24702,Web Development,Programming Languages,WordPress,1.0,2.0,9.105090961257085,12.0,3.5553480614894135,100.0,35.0,United States
24703,App development,Web Development,"PHP, Shopify",1.0,2.0,6.2166061010848646,12.0,0.6931471805599453,100.0,50.0,United Arab Emirates
24705,App development,Web Development,"PHP, HTML, CSS, JavaScript, Other",1.0,2.0,6.68586094706836,8.0,1.3862943611198906,19.0,3.0,Italy
24709,E-commerce Platforms,Web Development,"Stripe API, Git, Other",0.0,2.0,0.0,12.0,0.0,1000.0,35.0,Canada
24711,Web Development,Full Stack Development,Shopify,1.0,2.0,0.0,12.0,0.0,300.0,8.0,Germany
24712,App development,Web Development,Other,1.0,2.0,8.517393171418904,8.0,6.1070228877422545,10.0,35.0,United States
24715,Branding & Marketing,Web Development,"HTML, CSS",0.0,2.0,0.0,4.0,0.0,30.0,13.0,Egypt
24716,E-commerce Platforms,Web Development,"WooCommerce, Other",0.0,2.0,0.0,4.0,0.0,18.0,13.0,Armenia
24717,E-commerce,Web Development,"PHP, HTML, Other",0.0,2.0,0.0,8.0,0.0,50.0,18.0,United Kingdom
24718,Android app development,Mobile Development,"Java, Kotlin, Other",1.0,2.0,7.601402334583733,12.0,2.3978952727983707,500.0,13.0,Italy
24719,3d design,Web Development,"HTML, CSS, JavaScript",1.0,2.0,6.90875477931522,12.0,1.6094379124341003,500.0,8.0,United States
24720,Artificial Intelligence,Mobile Development,"React Native, Other",1.0,2.0,4.61512051684126,8.0,0.6931471805599453,10.0,3.0,India
24722,App development,Mobile Development,"Stripe API, Python, Other",1.0,2.0,6.2166061010848646,12.0,1.0986122886681098,200.0,8.0,United States
24723,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,0.0,12.0,0.0,500.0,8.0,United States
24724,JavaScript,Web Development,"JavaScript, Angular, TypeScript, Other",1.0,2.0,6.2166061010848646,12.0,0.6931471805599453,500.0,35.0,Qatar
24727,Blockchain Development,Blockchain and Crypto,"Ethereum, Solidity, Other",1.0,2.0,9.210440366976517,16.0,3.4965075614664802,3000.0,35.0,United States
24728,Algorithm development,Python,Other,0.0,2.0,0.0,8.0,0.0,10.0,13.0,India
24730,Teaching,Programming Languages,JavaScript,1.0,2.0,6.90875477931522,12.0,1.9459101490553132,333.0,35.0,Sweden
24731,Web Development,WordPress,Other,1.0,2.0,10.596659732783579,16.0,2.772588722239781,1300.0,50.0,Estonia
24734,Branding & marketing,Web Development,Wix,0.0,2.0,0.0,12.0,0.0,500.0,8.0,Qatar
24737,Back-end development,Node.js,"HTML, CSS, JavaScript",0.0,2.0,0.0,4.0,0.0,10.0,18.0,India
24738,App development,Web Development,"Python, PostgreSQL",0.0,2.0,0.0,8.0,0.0,200.0,35.0,Singapore
24739,Android app development,Mobile Development,"GitHub, Android",0.0,2.0,0.0,12.0,0.0,350.0,3.0,India
24741,App development,Web Development,"JavaScript, Other",1.0,2.0,8.006700845440367,12.0,2.9444389791664403,50.0,8.0,Ukraine
24742,Agile software development,Mobile Development,"JavaScript, TypeScript, React Native, Git, GitHub, Other",1.0,2.0,5.993961427306569,12.0,1.0986122886681098,497.0,8.0,India
24743,Api development,Back-end development,"API Development, Python",1.0,2.0,8.699681400989514,12.0,3.6109179126442243,100.0,18.0,Italy
24744,Business applications development,Web Development,"SQL, Other",0.0,2.0,0.0,12.0,0.0,6000.0,13.0,Ukraine
24749,Blockchain development,Security,"Blockchain, Other",1.0,2.0,0.0,8.0,0.0,400.0,35.0,Australia
24752,Web Development,Frameworks and Libraries,"JavaScript, Angular, React, HTML, CSS",1.0,2.0,8.006700845440367,12.0,3.871201010907891,50.0,8.0,Turkey
24753,Blog development,Web Development,WordPress,0.0,2.0,4.394449154672439,12.0,0.0,3500.0,18.0,Trinidad and Tobago
24754,API Development,Mobile Development,"Twilio, Google Cloud Platform, Other",0.0,2.0,0.0,8.0,0.0,300.0,13.0,India
24756,App development,CRM and Marketing Tools,"API Development, Zoho CRM",1.0,2.0,6.398594934535208,12.0,1.0986122886681098,225.0,13.0,United States
24757,App Development,Web Development,"Python, Django, JavaScript, AWS, Docker",1.0,2.0,9.210440366976517,12.0,1.791759469228055,300.0,18.0,Netherlands
24758,Back-end development,Web Development,PHP,1.0,2.0,6.68586094706836,12.0,1.0986122886681098,500.0,18.0,United States
24759,Mobile Development,App Development,"Google Cloud Platform, Firebase",1.0,2.0,4.110873864173311,12.0,0.0,200.0,8.0,Singapore
24760,Ai mobile app development,Artificial Intelligence,"Python, WordPress",1.0,2.0,5.707110264748875,12.0,1.3862943611198906,50.0,35.0,Ireland
24761,3D Animation,Video Processing,Other,1.0,2.0,2.1972245773362196,8.0,0.6931471805599453,30.0,3.0,India
24762,Web Development,PHP,"HTML, CSS, JavaScript, Git, Other",0.0,2.0,0.0,8.0,0.0,120.0,3.0,United Kingdom
24763,Brand development,Marketing,"Google Ads, Facebook, Instagram",1.0,2.0,4.61512051684126,8.0,0.0,5.0,3.0,India
24765,Branding & Marketing,Web Development,WordPress,0.0,2.0,0.0,8.0,0.0,500.0,8.0,India
24770,E-commerce Platforms,Web Development,"API Development, JavaScript, React, Node.js",1.0,2.0,0.0,12.0,0.0,50.0,3.0,India
24771,Api development,Data Engineering,"API Development, Python, Other",1.0,2.0,10.308985993422082,12.0,3.2188758248682006,300.0,13.0,United States
24772,App development,Web Development,"Google Cloud Platform, Firebase",1.0,2.0,0.0,12.0,0.0,75.0,3.0,Egypt
24773,Android developer,Mobile Development,"Android, Other",1.0,2.0,10.596659732783579,12.0,3.784189633918261,100.0,8.0,Estonia
24774,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,0.0,8.0,0.0,35.0,3.0,India
24777,App development,Web Development,Other,1.0,2.0,0.0,16.0,0.0,1500.0,8.0,India
24781,DevOps and CI/CD,Web Development,"PHP, MariaDB, Node.js, Other",0.0,2.0,0.0,8.0,0.0,200.0,18.0,Croatia
24782,API Development,Web Development,"SQL, PostgreSQL, MongoDB, Docker, Python, Django, Git, Other",1.0,2.0,0.0,8.0,0.0,24.0,8.0,India
24783,3d design,Web Development,"HTML, CSS, Other",0.0,2.0,0.0,8.0,0.0,100.0,8.0,Switzerland
24786,App Development,Mobile Development,"Android, iOS",1.0,2.0,3.4339872044851463,16.0,0.0,1000.0,35.0,Pakistan
24787,B2C Marketing,Web Development,"Shopify, Other",1.0,2.0,1.791759469228055,12.0,0.0,100.0,3.0,India
24790,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript",1.0,2.0,0.0,12.0,0.0,125.0,13.0,United Kingdom
24791,App development,Web Development,"Python, Other",1.0,2.0,7.601402334583733,12.0,2.4849066497880004,100.0,35.0,Singapore
24792,Brand development,Marketing,Other,0.0,2.0,0.0,16.0,0.0,700.0,35.0,United Arab Emirates
24793,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,4.0,0.0,20.0,13.0,Nigeria
24794,App development,Web Development,API Development,1.0,2.0,4.61512051684126,16.0,1.0986122886681098,600.0,8.0,United States
24799,Business applications development,Web Development,"JavaScript, Python",1.0,2.0,8.294299608857235,12.0,3.091042453358316,300.0,8.0,India
24800,Brand Development,Web Development,"JavaScript, HTML, CSS, React, Other",1.0,2.0,6.2166061010848646,12.0,1.3862943611198906,350.0,3.0,Pakistan
24801,Branding & marketing,Web Development,"HTML, CSS, JavaScript, PHP, MySQL",1.0,2.0,6.90875477931522,12.0,0.0,300.0,8.0,United Kingdom
24803,Web Development,,Other,1.0,2.0,6.90875477931522,12.0,1.791759469228055,250.0,35.0,United Kingdom
24805,Branding & Marketing,Web Development,"Excel, Other",1.0,2.0,0.0,16.0,0.0,1800.0,8.0,India
24806,Angular,Web Development,"Angular, TypeScript",1.0,2.0,6.90875477931522,12.0,2.995732273553991,50.0,8.0,India
24807,Back-end development,Web Development,"Java, HTML, CSS, JavaScript, Angular, SQL, Spring Boot, RESTful API, Other",1.0,2.0,7.601402334583733,12.0,3.2188758248682006,100.0,3.0,Australia
24810,B2b marketing,Web Development,Shopify,0.0,2.0,0.0,8.0,0.0,150.0,18.0,United Kingdom
24812,Mobile Development,API Development,"Android, iOS, Other",1.0,2.0,0.0,8.0,0.0,20.0,13.0,Pakistan
24817,Brand development,Web Development,"WordPress, WooCommerce",1.0,2.0,6.803505257608338,12.0,2.3978952727983707,400.0,50.0,Denmark
24820,Branding & Marketing,Automation,"Zapier, Other",0.0,2.0,0.0,8.0,0.0,80.0,13.0,Pakistan
24821,App development,Web Development,"Vue.js, WordPress, CSS, JavaScript",0.0,2.0,0.0,16.0,0.0,1000.0,18.0,United Kingdom
24822,"3d design,","Web Development,",Other,0.0,2.0,0.0,8.0,0.0,50.0,8.0,Netherlands
24825,Bot Development,API Development,"Python, Other",1.0,2.0,5.303304908059076,8.0,2.302585092994046,10.0,13.0,Greece
24827,Branding & Marketing,Web Development,"HTML, CSS",1.0,2.0,5.707110264748875,12.0,0.0,100.0,8.0,Ukraine
24829,Project Management,Agile Software Development,Other,1.0,2.0,0.0,16.0,0.0,1500.0,50.0,United Kingdom
24836,Api development,Web Development,"JavaScript, RESTful API",1.0,2.0,4.394449154672439,8.0,3.828641396489095,15.0,3.0,India
24838,Api development,Web Development,Other,1.0,2.0,8.517393171418904,8.0,5.942799375126701,5.0,50.0,United Kingdom
24840,Brand Development,Web Development,WordPress,1.0,2.0,6.90875477931522,12.0,1.0986122886681098,100.0,8.0,Bangladesh
24841,App Development,Programming Languages,"Python, JavaScript",1.0,2.0,0.0,8.0,0.0,35.0,3.0,India
24843,App development,Mobile Development,"Android, iOS",0.0,2.0,0.0,12.0,0.0,5000.0,35.0,Finland
24846,Web Development,Full Stack Development,"HTML, CSS, JavaScript, Node.js, Other",1.0,2.0,8.517393171418904,12.0,3.8501476017100584,50.0,13.0,Italy
24847,Data Analysis and Visualization,Programming Languages,"Python, Django, MySQL, PostgreSQL, MongoDB, Flask, AWS, Other",1.0,2.0,8.294299608857235,12.0,2.6390573296152584,100.0,3.0,Germany
24850,App development,Web Development,"API Development, Other",0.0,2.0,0.0,8.0,0.0,400.0,3.0,Greece
24854,Cloud Platforms,Java,"Python, Ansible, Jenkins, Other",1.0,2.0,5.303304908059076,16.0,1.0986122886681098,980.0,13.0,Spain
24855,Web Development,WordPress,"PHP, HTML, CSS, JavaScript",1.0,2.0,9.210440366976517,16.0,2.302585092994046,1000.0,18.0,Canada
24860,App development,Mobile Development,Other,1.0,2.0,8.699681400989514,8.0,4.48863636973214,15.0,50.0,United States
24861,E-commerce Platforms,Web Development,"API Development, Postman",0.0,2.0,0.0,16.0,0.0,1500.0,13.0,Netherlands
24862,Web Development,Web Development,WordPress,1.0,2.0,6.398594934535208,8.0,1.3862943611198906,15.0,3.0,India
24865,Cloud Platforms,API Development,"Google Cloud Platform, Google APIs, Other",0.0,2.0,0.0,4.0,0.0,40.0,3.0,Pakistan
24866,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,8.699681400989514,16.0,4.04305126783455,1000.0,13.0,Canada
24875,Web Development,Problem Solving,"JavaScript, PHP",1.0,2.0,5.303304908059076,8.0,2.6390573296152584,5.0,50.0,India
24876,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript, PHP, MySQL",1.0,2.0,6.90875477931522,16.0,2.5649493574615367,10000.0,13.0,India
24879,App development,Mobile Development,Other,1.0,2.0,7.601402334583733,16.0,2.1972245773362196,2000.0,35.0,Ukraine
24881,E-learning platform development,API Development,Other,0.0,2.0,0.0,12.0,0.0,2500.0,35.0,Kenya
24882,API Development,Web Development,"PHP, WordPress",1.0,2.0,6.55250788703459,16.0,0.6931471805599453,2500.0,18.0,France
24884,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, PHP, WordPress",1.0,2.0,9.210440366976517,12.0,3.4339872044851463,50.0,8.0,United Kingdom
24885,3D Modeling and Animation,Gaming,"Unity, Unreal Engine",1.0,2.0,8.006700845440367,8.0,0.0,25.0,3.0,Italy
24886,App development,Web Development,"JavaScript, Node.js, React, MongoDB, Other",1.0,2.0,0.0,12.0,0.0,300.0,35.0,United Kingdom
24888,Android app development,Mobile Development,"Kotlin, Other",0.0,2.0,0.0,8.0,0.0,400.0,18.0,United Arab Emirates
24890,Algorithm development,Automation,"Python, Other",1.0,2.0,5.993961427306569,8.0,2.9444389791664403,10.0,13.0,India
24891,Communication,Teamwork,Other,1.0,2.0,11.51293546492023,12.0,5.3230099791384085,300.0,50.0,Lithuania
24895,Api development,,Other,0.0,2.0,0.0,12.0,0.0,2000.0,8.0,India
24896,Business development,Automation,"RPA, Automation Anywhere",1.0,2.0,8.006700845440367,8.0,4.653960350157523,40.0,8.0,India
24897,Web Development,WordPress,Other,0.0,2.0,0.0,8.0,0.0,150.0,13.0,India
24899,Cybersecurity,Mobile Development,"Android, Other",0.0,2.0,0.0,12.0,0.0,400.0,35.0,United Arab Emirates
24900,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,5.303304908059076,8.0,1.9459101490553132,7.0,13.0,Singapore
24902,App development,Web Development,"GitHub, JavaScript",1.0,2.0,9.210440366976517,12.0,2.8903717578961645,100.0,8.0,Lithuania
24903,E-commerce Platforms,Web Development,Other,1.0,2.0,0.0,16.0,0.0,1200.0,13.0,India
24905,Python,Data Engineering,"Python, MySQL, PostgreSQL, AWS, GitHub",1.0,2.0,0.0,12.0,0.0,1500.0,50.0,United States
24909,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, WordPress",1.0,2.0,4.2626798770413155,12.0,0.0,250.0,35.0,Morocco
24912,Branding & Marketing,Web Development,"WooCommerce, HTML, CSS, JavaScript",0.0,2.0,0.0,8.0,0.0,200.0,8.0,Austria
24914,App development,Web Development,"JavaScript, React, Node.js, MongoDB",1.0,2.0,7.601402334583733,8.0,4.07753744390572,25.0,18.0,United Kingdom
24916,E-commerce Platforms,Web Development,Other,1.0,2.0,4.394449154672439,12.0,0.0,350.0,35.0,United States
24918,App development,Mobile Development,"Google Cloud Platform, Firebase",0.0,2.0,0.0,12.0,0.0,150.0,13.0,United States
24919,API Development,Web Development,"PHP, Other",1.0,2.0,6.90875477931522,8.0,5.1647859739235145,5.0,3.0,India
24920,App development,Mobile Development,"Android, iOS, Firebase, Twilio",1.0,2.0,2.1972245773362196,8.0,0.6931471805599453,30.0,3.0,India
24922,Branding & Marketing,Web Development,"Shopify, WordPress, CSS, JavaScript, Other",0.0,2.0,0.0,12.0,0.0,496.0,35.0,Qatar
24923,Back-end development,API Development,"Flask, API Development, Other",0.0,2.0,4.394449154672439,8.0,0.0,25.0,3.0,India
24924,App development,API Development,"Android, Java, Firebase",0.0,2.0,0.0,12.0,0.0,1000.0,35.0,Sweden
24926,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,4.0,0.0,30.0,8.0,United States
24927,Web Development,PHP,Other,1.0,2.0,8.853808274977197,8.0,2.70805020110221,30.0,18.0,Australia
24934,Testing,Programming Languages,JavaScript,1.0,2.0,6.2166061010848646,12.0,1.3862943611198906,100.0,3.0,India
24936,App development,Web Development,"WordPress, Other",1.0,2.0,6.68586094706836,8.0,4.276666119016055,10.0,3.0,United States
24938,API Development,Data Engineering,"SQL, Python",1.0,2.0,6.90875477931522,8.0,3.4965075614664802,10.0,35.0,France
24939,Android developer,Mobile Development,"Java, Kotlin, Other",1.0,2.0,6.90875477931522,16.0,0.6931471805599453,800.0,50.0,France
24940,Back-end development,Web Development,"TypeScript, RESTful API, Node.js, PostgreSQL, Google Cloud Platform, Firebase, Flutter, GitHub, Stripe API, Other",1.0,2.0,9.210440366976517,8.0,5.472270673671475,35.0,50.0,United Kingdom
24941,App development,Web Development,"SQL, Other",1.0,2.0,3.4339872044851463,8.0,1.3862943611198906,10.0,3.0,India
24942,Back-end development,Web Development,"WordPress, PHP, HTML, CSS, JavaScript, Other",1.0,2.0,8.987321812850125,16.0,1.9459101490553132,3000.0,50.0,Lithuania
24943,Ai mobile app development,APIs and Integrations,"Zapier, Other",1.0,2.0,6.90875477931522,12.0,1.6094379124341003,50.0,8.0,Ukraine
24947,E-commerce Platforms,API Development,"WooCommerce, Postman, Other",1.0,2.0,4.61512051684126,8.0,0.0,20.0,18.0,Israel
24948,Brand Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,9.90353755128617,12.0,3.1780538303479458,100.0,13.0,France
24949,Automation,,Other,1.0,2.0,8.853808274977197,12.0,2.302585092994046,150.0,35.0,United States
24950,App development,"Cloud Platforms, DevOps and CI/CD",Google Cloud Platform,1.0,2.0,8.294299608857235,8.0,2.0794415416798357,5.0,13.0,Nigeria
24951,User-centered design,,Other,1.0,2.0,9.105090961257085,8.0,2.9444389791664403,40.0,13.0,Philippines
24952,Android developer,Mobile Development,Android,1.0,2.0,0.0,8.0,0.0,35.0,3.0,India
24954,Software Development,,Other,1.0,2.0,4.2626798770413155,12.0,0.6931471805599453,200.0,3.0,India
24957,Ai mobile app development,Mobile Development,Other,1.0,2.0,11.156264806643742,8.0,3.258096538021482,30.0,8.0,Hong Kong
24959,3d scanning,Data Engineering,"Python, Other",1.0,2.0,0.0,12.0,0.0,150.0,3.0,India
24960,iOS developer,Mobile Development,"iOS, Other",0.0,2.0,0.0,8.0,0.0,500.0,35.0,Turkey
24961,Web Development,Frameworks and Libraries,"Vue.js, Other",1.0,2.0,11.407576060361786,8.0,4.709530201312334,15.0,3.0,Canada
24962,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,5.993961427306569,8.0,3.091042453358316,10.0,35.0,Turkey
24963,Branding & Marketing,Web Development,"WordPress, Other",1.0,2.0,11.407576060361786,12.0,4.990432586778736,70.0,35.0,United States
24965,Branding & Marketing,Social Media and Marketing,"YouTube, Google Ads",0.0,2.0,0.0,8.0,0.0,130.0,13.0,United Kingdom
24966,App development,APIs and Integrations,"Flutter, RESTful API",1.0,2.0,0.0,16.0,0.0,5000.0,35.0,Australia
24967,Branding & Marketing,Web Development,WordPress,1.0,2.0,0.0,12.0,0.0,50.0,8.0,Netherlands
24969,App development,Mobile Development,Other,1.0,2.0,7.601402334583733,8.0,5.10594547390058,5.0,35.0,United States
24970,Back-end development,Web Development,"Node.js, Bootstrap, GitHub, Other",0.0,2.0,0.0,16.0,0.0,10000.0,8.0,India
24971,Web Development,WordPress,"HTML, CSS",1.0,2.0,4.394449154672439,8.0,0.0,25.0,8.0,India
24972,API Development,Mobile Development,"Java, React Native",0.0,2.0,0.0,12.0,0.0,350.0,8.0,India
24973,Branding & Marketing,Web Development,"Webflow, Other",1.0,2.0,5.303304908059076,12.0,0.0,120.0,35.0,Canada
24974,Testing,Automated Testing,"Selenium, Python",1.0,2.0,8.699681400989514,12.0,0.6931471805599453,300.0,8.0,India
24975,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,12.0,0.0,2000.0,50.0,Netherlands
24978,App Development,Mobile Development,Other,0.0,2.0,0.0,8.0,0.0,400.0,3.0,India
24979,E-commerce Platforms,Web Development,Shopify,0.0,2.0,0.0,4.0,0.0,20.0,8.0,India
24980,Back-end development,Cloud Platforms,"AWS, Node.js, TypeScript, RESTful API, Git",1.0,2.0,0.0,8.0,0.0,25.0,3.0,Pakistan
24983,App development,Web Development,"Django, Angular",0.0,2.0,0.0,12.0,0.0,1500.0,35.0,Canada
24984,Android app development,Mobile Development,"Android, Java",0.0,2.0,0.0,8.0,0.0,97.0,13.0,India
24986,Back-end development,Java,"Spring Boot, Jenkins, Kubernetes, Docker, PostgreSQL, MongoDB, Git, Other",1.0,2.0,4.394449154672439,16.0,3.1354942159291497,25000.0,50.0,Hong Kong
24987,Mobile Development,Web Development,"iOS, Python, JavaScript, React, Node.js",1.0,2.0,0.0,8.0,0.0,25.0,3.0,Pakistan
24989,Algorithm development,Programming Languages,"Python, MATLAB",1.0,2.0,4.394449154672439,16.0,3.1354942159291497,20000.0,50.0,Hong Kong
24990,B2C marketing,E-commerce Platforms,Other,1.0,2.0,0.0,8.0,0.0,10.0,3.0,Pakistan
24991,Branding & marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,16.0,0.0,3500.0,8.0,India
24992,B2c marketing,E-commerce Platforms,Google Cloud Platform,1.0,2.0,0.0,8.0,0.0,25.0,3.0,Pakistan
24994,B2b marketing,E-commerce Platforms,Other,1.0,2.0,0.0,8.0,0.0,25.0,3.0,Pakistan
24995,B2b marketing,CRM and Marketing Tools,"SQL, Python, Firebase",0.0,2.0,0.0,8.0,0.0,250.0,13.0,India
24996,E-commerce Platforms,Web Development,"PHP, MySQL",1.0,2.0,0.0,8.0,0.0,25.0,3.0,Pakistan
24997,App development,Mobile Development,Google Cloud Platform,0.0,2.0,0.0,12.0,0.0,850.0,3.0,Malaysia
24998,Business Development,Web Development,"Python, Django, PostgreSQL, API Development, Zapier",1.0,2.0,8.853808274977197,12.0,2.70805020110221,300.0,35.0,United States
24999,Brand Development,E-commerce Platforms,"Shopify, Other",1.0,2.0,2.1972245773362196,8.0,0.6931471805599453,35.0,3.0,India
25003,API Development,Web Development,"React, TypeScript, RESTful API, Other",1.0,2.0,0.0,8.0,0.0,30.0,8.0,United States
25006,Back-end development,Web Development,"Python, Django, AWS",1.0,2.0,11.51293546492023,16.0,0.0,1000.0,3.0,United States
25008,Branding & Marketing,Web Development,Webflow,1.0,2.0,6.55250788703459,12.0,1.6094379124341003,100.0,13.0,Pakistan
25009,App Development,Mobile Development,"Google Cloud Platform, Firebase",0.0,2.0,0.0,12.0,0.0,24000.0,3.0,India
25010,Branding & marketing,Web Development,"WordPress, HTML, Mailchimp, Other",1.0,2.0,9.105090961257085,12.0,2.995732273553991,100.0,13.0,India
25011,App Development,,Other,0.0,2.0,0.0,8.0,0.0,34.0,3.0,India
25013,Automation,,Other,1.0,2.0,9.210440366976517,12.0,5.627621113690637,250.0,18.0,Australia
25016,App development,API Development,"Python, Other",1.0,2.0,9.210440366976517,12.0,2.3978952727983707,550.0,8.0,Philippines
25018,Angular,Web Development,"HTML, CSS, Angular",1.0,2.0,6.2166061010848646,12.0,1.3862943611198906,75.0,8.0,Nigeria
25020,Automated Testing,Automated Testing,"Selenium, Other",1.0,2.0,0.0,16.0,0.0,600.0,35.0,India
25021,Mobile Development,Swift,"AWS, Other",0.0,2.0,0.0,8.0,0.0,50.0,35.0,United Arab Emirates
25028,Relationship management,Asset and Liability Management,Other,0.0,2.0,0.0,8.0,0.0,25.0,3.0,India
25030,Back-end development,Web Development,"PHP, Other",1.0,2.0,8.987321812850125,8.0,4.418840607796598,25.0,3.0,United States
25032,,DevOps and CI/CD,Other,1.0,2.0,7.601402334583733,8.0,4.2626798770413155,5.0,35.0,India
25033,Brand Development,Web Development,BigCommerce,0.0,2.0,0.0,8.0,0.0,500.0,35.0,Qatar
