Payment_type_Hourly,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Hourly_Rate,Applicants_Num,Category,Client_Country
0,1,1,0.0,4,0.0,5.0,,18,Web Design & Development,Pakistan
0,0,2,0.0,8,0.0,5000.0,,35,Full-Stack Development,United Kingdom
1,1,2,9.903537551,12,3.871201011,,30.0,35,Data Science & SQL Development,United Kingdom
0,0,2,0.0,8,0.0,500.0,,35,Blockchain & Smart Contracts,United States
1,1,1,7.601402335,12,0.0,,20.0,35,React & Frontend Development,United States
0,1,1,7.601402335,4,2.63905733,15.0,,18,Mobile Game Development,India
1,0,0,0.0,12,0.0,,36.0,13,API & Data Engineering,United Kingdom
1,1,1,0.0,12,0.0,,19.5,35,E-commerce & WordPress Development,Ukraine
1,1,2,9.210440367,12,2.772588722,,20.0,35,3D Design & Animation,United States
0,1,2,9.903537551,12,3.433987204,1500.0,,35,Android App Development,India
0,1,2,11.51293546,12,0.0,1000.0,,3,Hybrid & Native App Development,United States
0,1,2,0.0,4,0.0,5.0,,35,WordPress & Web Development,Norway
0,0,2,0.0,2,0.0,25.0,,8,E-commerce & Shopify Platforms,Singapore
0,1,1,6.908754779,8,3.496507561,50.0,,3,React & Frontend Development,India
0,0,2,0.0,8,0.0,1000.0,,8,Marketing Automation & CRM,United Kingdom
0,1,1,11.15626481,8,5.247024072,300.0,,18,RESTful API Development,Malaysia
0,0,1,0.0,2,0.0,17.0,,8,Android Development,India
0,1,1,0.0,4,0.0,20.0,,3,Android App Development,India
1,1,1,9.210440367,12,1.609437912,,22.5,18,Programming Languages & Web Development,United States
0,1,1,5.303304908,12,0.693147181,640.0,,35,React & Frontend Development,United States
0,1,2,6.685860947,8,1.609437912,100.0,,18,WordPress & Web Development,Ghana
1,1,0,5.707110265,12,0.693147181,,25.0,13,Backend Development,India
0,1,2,10.30898599,4,4.418840608,30.0,,35,React & Frontend Development,Italy
0,1,2,3.433987204,4,0.693147181,11.0,,35,Hybrid & Native App Development,India
1,1,2,8.987321813,4,2.708050201,,22.5,13,3D Modeling & Engineering,United States
0,1,2,6.398594935,12,0.693147181,6000.0,,50,Android & Mobile App Development,France
0,0,2,0.0,4,0.0,50.0,,18,E-commerce & Shopify Platforms,United Arab Emirates
1,1,2,4.394449155,12,3.63758616,,17.0,18,Frontend & WordPress Development,Jordan
1,0,2,0.0,12,0.0,,6.5,8,Shopify & E-commerce Marketing,Netherlands
1,0,2,0.0,8,0.0,,22.5,50,Full-Stack Development,United Kingdom
0,1,2,6.552507887,12,0.0,2000.0,,35,Algorithm & Backend Programming,India
1,0,2,0.0,2,0.0,,36.0,8,DevOps & Cloud Platforms,France
0,0,2,0.0,4,0.0,250.0,,8,RESTful API Development,Latvia
0,1,1,0.0,12,0.0,900.0,,8,Android & Mobile App Development,United States
1,1,2,11.51293546,12,2.944438979,,35.0,50,Full-Stack Development,Denmark
1,0,1,0.0,8,0.0,,30.0,50,React & Frontend Development,United States
0,1,1,10.30898599,4,3.218875825,30.0,,13,Frontend & WordPress Development,Japan
1,1,0,8.517393171,12,2.63905733,,27.5,35,E-commerce & WordPress Development,Czech Republic
0,1,1,6.908754779,8,0.693147181,100.0,,18,Data Science & SQL Development,Indonesia
0,1,1,5.707110265,8,1.791759469,70.0,,18,Android & Mobile App Development,United States
0,0,1,0.0,8,0.0,90.0,,3,DevOps & Cloud Platforms,Venezuela
0,1,2,0.0,8,0.0,400.0,,3,Backend Development,India
1,0,2,0.0,4,0.0,,7.5,13,E-commerce & Shopify Platforms,Netherlands
0,0,1,0.0,4,0.0,120.0,,8,Machine Learning & AI Development,India
1,1,2,11.28979441,12,3.36729583,,22.5,35,Backend Development,United States
1,1,2,4.615120517,12,1.386294361,,20.0,35,Full-Stack Development,United States
1,1,1,6.908754779,4,3.610917913,,20.0,50,Hybrid & Native App Development,Ukraine
0,0,2,0.0,4,0.0,500.0,,35,Hybrid & Native App Development,Qatar
1,1,1,11.28979441,4,3.891820298,,35.0,50,Frontend & WordPress Development,Israel
1,0,2,0.0,8,0.0,,22.5,3,Sales & Marketing Strategy,Israel
1,0,2,0.0,2,0.0,,7.5,35,Full-Stack Development,Egypt
0,1,2,6.552507887,12,1.609437912,3000.0,,50,Hybrid & Native App Development,United Arab Emirates
0,1,1,9.210440367,8,3.496507561,100.0,,35,DevOps & Cloud Platforms,United Kingdom
0,1,2,7.601402335,8,4.127134385,70.0,,35,Android & Mobile App Development,Indonesia
0,1,2,0.0,8,0.0,50.0,,35,Project Management & Skills,India
1,1,1,4.615120517,12,0.0,,32.5,35,Game Development,United Kingdom
0,1,1,0.0,8,0.0,150.0,,35,Full-Stack Development,Australia
0,1,2,4.394449155,12,0.0,2000.0,,8,Android App Development,Bangladesh
0,0,1,0.0,8,0.0,1000.0,,35,Full-Stack Development,United States
1,1,1,6.216606101,12,1.098612289,,35.0,35,Full-Stack Development,India
0,0,1,0.0,8,0.0,10000.0,,35,Blockchain & Smart Contracts,United Kingdom
0,1,1,4.394449155,4,0.0,20.0,,13,Android App Development,India
1,1,2,6.908754779,4,2.564949357,,15.0,18,Project Management & Skills,Singapore
0,1,2,9.210440367,12,4.762173935,600.0,,35,Programming Languages & Web Development,France
1,0,2,4.394449155,8,0.0,,25.0,8,Business Strategy & Development,Philippines
1,1,2,10.30898599,4,0.0,,36.0,18,Full-Stack Development,Sweden
0,0,2,0.0,4,0.0,200.0,,18,WordPress & Web Development,Australia
1,0,1,0.0,8,0.0,,36.0,50,Algorithm & Backend Programming,United States
1,1,0,3.433987204,12,0.0,,30.0,50,Android & Mobile App Development,Turkey
1,0,1,0.0,12,0.0,,82.5,35,React & Frontend Development,United States
1,1,2,8.294299609,4,2.302585093,,20.0,35,Shopify & E-commerce Marketing,Singapore
1,0,2,0.0,8,0.0,,32.5,13,Full-Stack Development,Serbia
0,1,2,6.552507887,12,0.693147181,1500.0,,13,Web Design & Development,United Kingdom
0,1,2,4.615120517,8,0.693147181,50.0,,13,3D Design & Animation,Ukraine
0,0,0,0.0,4,0.0,250.0,,3,Web Design & Development,Ireland
1,0,1,0.0,8,0.0,,60.0,35,React & Frontend Development,United States
1,1,2,0.0,4,0.0,,12.5,35,WordPress & Web Development,United States
1,0,1,0.0,8,0.0,,50.0,18,Salesforce & CRM Development,India
1,1,1,6.803505258,12,0.693147181,,17.5,35,Backend Development,Romania
0,1,1,2.397895273,4,0.0,5.0,,35,Project Management & Skills,India
0,1,2,10.59665973,12,3.663561646,600.0,,35,E-commerce & WordPress Development,United States
0,0,1,0.0,12,0.0,700.0,,8,Android & Mobile App Development,Pakistan
0,1,2,5.707110265,4,1.609437912,40.0,,13,Frontend & WordPress Development,Saudi Arabia
0,1,2,0.0,8,0.0,300.0,,35,Android & Mobile App Development,Malaysia
1,1,1,11.15626481,12,2.995732274,,20.0,13,E-commerce Marketing & Platforms,United States
0,1,2,9.903537551,8,5.220355825,350.0,,50,E-commerce & WordPress Development,Germany
1,1,2,11.15626481,12,2.995732274,,27.5,18,Backend Development,United States
0,1,0,6.685860947,4,2.397895273,25.0,,35,Frontend & WordPress Development,Greece
1,0,2,0.0,8,0.0,,36.0,8,Data Science & SQL Development,Portugal
1,1,1,11.15626481,12,3.295836866,,12.5,35,Testing & Automation,India
0,0,2,0.0,4,0.0,150.0,,3,E-commerce & WordPress Development,India
0,1,1,9.210440367,8,3.36729583,500.0,,35,Android App Development,Egypt
1,1,2,8.853808275,12,1.386294361,,10.5,8,Algorithm & Backend Programming,Australia
0,1,0,6.216606101,4,3.433987204,14.0,,18,Android App Development,Oman
1,1,2,0.0,12,0.0,,10.0,13,Algorithm & Backend Programming,India
0,0,2,0.0,4,0.0,100.0,,8,Web & Branding Development,Philippines
1,1,2,10.30898599,12,4.859812404,,10.0,50,E-commerce & Shopify Platforms,United States
0,1,2,6.908754779,12,1.791759469,2000.0,,50,Frontend Branding Development,United States
1,0,2,0.0,2,0.0,,22.5,35,Hybrid & Native App Development,United States
1,0,1,0.0,12,0.0,,22.5,50,Backend Development,United States
0,0,1,0.0,8,0.0,250.0,,13,Frontend & WordPress Development,Saudi Arabia
0,1,2,8.853808275,8,3.091042453,150.0,,35,Full-Stack Development,Israel
0,1,2,7.601402335,8,2.833213344,150.0,,8,Salesforce & CRM Development,Sweden
1,1,2,9.210440367,12,4.143134726,,8.5,13,E-commerce & WordPress Development,United States
0,1,2,6.908754779,8,0.693147181,150.0,,13,Project Management & Skills,Netherlands
0,1,1,0.0,12,0.0,850.0,,18,Hybrid & Native App Development,India
0,1,2,6.908754779,4,2.833213344,20.0,,18,Frontend Branding Development,Germany
1,1,0,11.51293546,12,4.912654886,,35.0,35,Frontend & WordPress Development,Canada
1,1,2,9.210440367,12,2.772588722,,22.5,50,Full-Stack Development,Hungary
1,1,2,6.908754779,4,1.609437912,,25.5,35,Programming Languages & Web Development,Hong Kong
1,1,2,11.51293546,12,3.951243719,,43.0,3,API Integration & Development,United States
0,1,2,8.517393171,8,4.025351691,70.0,,35,Android & Mobile App Development,Israel
0,1,0,6.552507887,8,1.386294361,100.0,,8,Android & Mobile App Development,United Kingdom
1,0,1,0.0,12,0.0,,22.5,35,Sales & Marketing Strategy,Serbia
1,1,2,11.00211651,12,3.63758616,,30.0,50,E-commerce & Shopify Platforms,Finland
1,0,2,0.0,8,0.0,,28.0,50,Algorithm & Backend Programming,United States
1,0,1,0.0,12,0.0,,21.0,13,React & Frontend Development,India
1,1,2,5.993961427,12,0.693147181,,48.0,13,3D Modeling & Engineering,Switzerland
1,1,2,6.908754779,12,0.0,,9.0,35,Web & Branding Development,Denmark
0,0,2,0.0,12,0.0,999.0,,3,React & Frontend Development,Pakistan
0,1,1,0.0,4,0.0,20.0,,3,Android & Mobile App Development,India
1,1,2,4.394449155,12,6.300785795,,17.5,50,Full-Stack Development,Hong Kong
0,1,1,10.81979828,8,4.779123493,150.0,,18,Full-Stack Development,United Kingdom
0,0,2,0.0,2,0.0,10.0,,35,Algorithm & Backend Programming,Morocco
1,0,2,0.0,8,0.0,,36.0,8,API Integration & Development,South Africa
0,1,1,6.908754779,8,1.945910149,200.0,,35,E-commerce Marketing & Platforms,United Arab Emirates
0,1,1,5.993961427,8,0.0,150.0,,3,Android App Development,India
0,1,2,4.394449155,12,6.300785795,1000.0,,35,API & Data Engineering,Hong Kong
1,1,2,0.0,4,0.0,,25.0,35,Big Data & Business Analytics,Australia
0,0,0,0.0,8,0.0,700.0,,50,Frontend & WordPress Development,Spain
0,1,2,7.601402335,8,2.197224577,500.0,,13,API Integration & Development,Egypt
0,1,1,0.0,12,0.0,1200.0,,8,Programming Languages & Web Development,India
1,1,2,10.59665973,12,3.663561646,,7.0,35,E-commerce & Shopify Platforms,United States
0,1,2,3.044522438,8,0.0,100.0,,35,React & Frontend Development,Saudi Arabia
1,1,0,0.0,12,0.0,,22.5,50,Backend Development,Australia
0,1,2,8.006700845,8,3.465735903,500.0,,18,Full-Stack Development,Pakistan
0,1,1,0.0,8,0.0,250.0,,3,React & Frontend Development,Serbia
0,0,2,0.0,12,0.0,3000.0,,18,API & Data Engineering,United Kingdom
1,0,2,0.0,8,0.0,,30.5,50,React & Frontend Development,United States
0,1,2,4.394449155,12,4.682131227,1399.0,,50,Full-Stack Development,Australia
1,0,1,0.0,2,0.0,,25.5,35,Full-Stack Development,Serbia
1,1,1,11.51293546,12,2.708050201,,23.0,35,Backend Development,United States
1,1,1,0.0,12,0.0,,22.5,35,Full-Stack Development,Kenya
1,1,0,6.803505258,12,0.0,,13.0,50,Algorithm & Backend Programming,Australia
0,1,2,0.0,4,0.693147181,300.0,,50,Web & Branding Development,United Kingdom
1,1,2,6.552507887,12,1.945910149,,71.5,35,Marketing Automation & CRM,United Kingdom
0,1,2,7.601402335,8,3.295836866,100.0,,35,E-commerce & Shopify Platforms,Australia
1,1,1,8.699681401,4,2.079441542,,37.5,18,React & Frontend Development,United States
0,1,0,10.59665973,4,6.248042875,40.0,,8,Mobile Game Development,Georgia
0,1,2,8.294299609,8,2.48490665,300.0,,50,E-commerce & Shopify Platforms,United Kingdom
1,1,0,10.81979828,12,3.36729583,,17.5,50,Data Science & SQL Development,United States
0,1,2,6.216606101,4,2.944438979,5.0,,13,Android Development,Lithuania
0,1,1,11.51293546,4,4.744932128,20.0,,35,Web Design & Development,Estonia
1,1,0,9.210440367,12,1.609437912,,27.5,35,Backend Development,Italy
1,0,2,0.0,2,0.0,,19.0,18,Web & Branding Development,Saudi Arabia
0,1,2,10.59665973,4,6.248042875,40.0,,8,Mobile Game Development,Georgia
1,1,2,0.0,4,0.0,,62.5,35,AI & Mobile App Development,United Kingdom
0,1,2,6.552507887,12,0.693147181,20000.0,,50,Shopify & E-commerce Marketing,Cyprus
0,1,1,8.853808275,4,6.232448017,10.0,,35,WordPress & Web Development,United Kingdom
0,1,1,9.210440367,4,5.323009979,15.0,,3,Android & Mobile App Development,Georgia
1,0,0,0.0,2,0.0,,35.0,50,Full-Stack Development,Germany
0,1,2,9.903537551,8,0.0,300.0,,35,Frontend & WordPress Development,Norway
1,0,1,0.0,12,0.0,,22.5,18,Algorithm & Backend Programming,Croatia
0,0,2,0.0,8,0.0,300.0,,35,Game Development,India
1,0,1,0.0,2,0.0,,7.5,8,Full-Stack Development,France
1,1,2,9.210440367,12,4.394449155,,4.5,3,WordPress & Web Development,United Kingdom
1,0,0,0.0,8,0.0,,32.5,50,Web & Branding Development,United States
1,1,0,11.51293546,12,2.708050201,,22.0,3,Full-Stack Development,Denmark
1,1,1,8.987321813,4,2.302585093,,52.5,18,Full-Stack Development,United States
0,0,2,0.0,12,0.0,6000.0,,18,Blockchain & Smart Contracts,Japan
1,0,0,0.0,8,0.0,,22.5,13,Big Data & Business Analytics,Kenya
0,1,2,6.803505258,4,3.36729583,20.0,,3,Data Science & SQL Development,Ukraine
0,1,2,6.908754779,4,3.258096538,5.0,,8,RESTful API Development,India
0,1,1,9.903537551,12,3.295836866,2500.0,,35,React & Frontend Development,Netherlands
0,0,2,0.0,8,0.0,99.0,,3,Web Design & Development,India
1,1,2,0.0,12,0.0,,27.5,35,Backend Development,United States
1,1,2,6.552507887,4,2.944438979,,10.0,3,Business Strategy & Development,Canada
0,1,1,6.908754779,8,1.386294361,150.0,,50,Frontend & WordPress Development,Saudi Arabia
0,0,2,0.0,2,0.0,5.0,,8,E-commerce & Shopify Platforms,United States
1,0,2,0.0,8,0.0,,40.0,50,Hybrid & Native App Development,United States
0,1,2,11.51293546,8,5.575949103,100.0,,50,Android App Development,Germany
1,1,1,9.210440367,12,4.394449155,,4.5,3,Salesforce & CRM Development,United Kingdom
1,0,2,0.0,12,0.0,,22.5,35,Algorithm & Backend Programming,Lithuania
0,0,2,0.0,8,0.0,1000.0,,13,Full-Stack Development,India
1,1,1,9.903537551,12,3.912023005,,17.5,13,API & Data Engineering,India
0,1,1,4.615120517,4,0.693147181,10.0,,35,Frontend & WordPress Development,United States
1,0,2,0.0,12,0.0,,20.0,3,Web Design & Development,Spain
0,1,1,0.0,8,0.0,250.0,,18,Android & Mobile App Development,Malaysia
0,1,2,8.294299609,4,4.189654742,15.0,,18,Android & Mobile App Development,Turkey
1,0,2,0.0,12,0.0,,32.5,50,Frontend & WordPress Development,Netherlands
0,1,2,6.908754779,8,1.386294361,200.0,,35,Blockchain & Smart Contracts,Saudi Arabia
1,0,2,0.0,12,0.0,,41.0,50,Full-Stack Development,United States
0,1,2,11.15626481,8,4.290459441,100.0,,8,Hybrid & Native App Development,United Kingdom
0,1,0,4.394449155,4,0.0,20.0,,3,E-commerce Marketing & Platforms,India
0,1,2,4.394449155,8,1.386294361,50.0,,13,Shopify & E-commerce Marketing,Egypt
0,1,2,4.110873864,8,0.693147181,50.0,,13,Android & Mobile App Development,India
1,1,2,6.908754779,12,1.945910149,,26.5,35,Backend Development,India
0,0,2,0.0,4,0.0,250.0,,13,WordPress & Web Development,Netherlands
0,0,0,0.0,2,0.0,30.0,,18,Hybrid & Native App Development,Rwanda
0,1,2,11.40757606,8,6.514712691,100.0,,8,Full-Stack Development,Singapore
1,1,1,5.707110265,12,0.693147181,,12.5,50,WordPress & Web Development,Slovenia
0,1,2,0.0,4,0.0,12.0,,3,Android & Mobile App Development,India
1,0,2,0.0,8,0.0,,32.5,8,Business Strategy & Development,India
0,1,0,2.397895273,4,0.693147181,12.0,,3,Android & Mobile App Development,India
1,0,2,0.0,12,0.0,,22.5,3,DevOps & Cloud Platforms,United States
0,1,1,3.044522438,8,0.0,500.0,,35,E-commerce Marketing & Platforms,Canada
0,1,0,6.908754779,8,3.663561646,50.0,,50,Frontend & WordPress Development,Pakistan
1,1,2,9.210440367,12,2.63905733,,22.5,35,Web & Branding Development,Slovakia
1,1,0,11.51293546,12,2.63905733,,52.5,3,Business Strategy & Development,Austria
0,0,2,0.0,8,0.0,1500.0,,50,Frontend & WordPress Development,Australia
1,1,2,10.81979828,12,4.248495242,,12.5,50,React & Frontend Development,Poland
0,0,2,0.0,2,0.0,15.0,,8,E-commerce & Shopify Platforms,Ireland
1,0,1,0.0,8,0.0,,22.5,50,Android Development,Ireland
1,1,1,11.15626481,12,3.526360525,,25.0,13,Full-Stack Development,Israel
1,1,0,11.28979441,4,3.970291914,,17.5,35,Blockchain & Smart Contracts,India
1,1,2,11.00211651,12,2.890371758,,22.5,8,Android & Mobile App Development,Greece
1,0,2,0.0,8,0.0,,7.0,8,Frontend & WordPress Development,India
1,0,1,0.0,8,0.0,,12.5,50,Frontend Branding Development,Australia
1,1,1,9.903537551,12,2.48490665,,31.5,50,E-commerce & Shopify Platforms,Netherlands
0,1,1,6.908754779,4,3.663561646,10.0,,8,E-commerce & Shopify Platforms,India
0,0,1,0.0,4,0.0,250.0,,13,Frontend & WordPress Development,India
1,0,2,0.0,8,0.0,,32.5,13,Web Design & Development,Nigeria
0,1,0,8.294299609,8,3.891820298,100.0,,3,E-commerce & Shopify Platforms,India
1,1,2,9.210440367,12,4.060443011,,36.0,35,Full-Stack Development,Lithuania
0,1,2,0.0,4,0.0,20.0,,8,DevOps & Cloud Platforms,Indonesia
1,1,2,11.51293546,12,4.976733742,,20.0,50,React & Frontend Development,Ukraine
1,1,1,9.210440367,12,3.17805383,,7.0,35,Frontend Branding Development,Albania
0,1,2,4.615120517,8,0.0,50.0,,35,RESTful API Development,Saudi Arabia
0,1,2,5.993961427,4,1.609437912,20.0,,35,Frontend & WordPress Development,India
0,1,1,0.0,8,0.0,75.0,,8,Android & Mobile App Development,Pakistan
1,1,0,7.601402335,4,1.098612289,,30.0,50,Android & Mobile App Development,Germany
1,1,1,8.699681401,12,1.098612289,,65.0,35,API & Data Engineering,Australia
0,1,2,4.394449155,4,1.098612289,12.0,,8,Android App Development,India
0,0,2,0.0,4,0.0,500.0,,3,Android & Mobile App Development,India
1,0,2,0.0,8,0.0,,35.0,3,Backend Development,India
1,1,2,6.552507887,4,0.693147181,,19.0,50,Frontend & WordPress Development,Sweden
0,0,2,0.0,2,0.0,40.0,,13,Full-Stack Development,India
0,1,2,10.30898599,8,2.397895273,50.0,,18,AI & Mobile App Development,Netherlands
1,1,1,0.0,12,0.0,,12.5,35,Web & Branding Development,Philippines
1,0,2,0.0,8,0.0,,32.5,50,Web & Branding Development,United States
1,1,2,9.903537551,12,3.737669618,,40.0,50,RESTful API Development,United Arab Emirates
1,1,2,8.987321813,4,5.303304908,,3.0,3,Full-Stack Development,Ukraine
0,1,1,6.216606101,8,1.945910149,300.0,,35,Content Creation & SEO,United Kingdom
0,0,0,0.0,8,0.0,15000.0,,35,Shopify & E-commerce Marketing,France
0,1,2,6.803505258,12,0.693147181,3000.0,,50,WordPress & Web Development,Australia
0,1,1,6.216606101,8,0.693147181,200.0,,13,API & Data Engineering,India
1,1,1,9.210440367,4,0.0,,19.0,18,E-commerce Marketing & Platforms,United Kingdom
1,1,2,0.0,12,0.0,,37.5,3,Algorithm & Backend Programming,United States
0,1,2,7.601402335,8,2.302585093,100.0,,35,Algorithm & Backend Programming,Israel
1,0,2,0.0,2,0.0,,22.5,50,Full-Stack Development,United States
0,1,2,6.216606101,12,1.945910149,3000.0,,50,E-commerce Marketing & Platforms,Slovakia
0,1,1,9.210440367,8,1.791759469,73.0,,13,Frontend & WordPress Development,Poland
0,1,1,0.0,4,0.0,30.0,,18,E-commerce & WordPress Development,Kenya
1,0,2,0.0,12,0.0,,17.5,35,Web & Branding Development,Japan
0,1,2,10.59665973,12,3.044522438,800.0,,50,Android & Mobile App Development,United States
1,0,1,0.0,2,0.0,,22.5,13,DevOps & Cloud Platforms,United Kingdom
0,1,2,8.294299609,8,2.397895273,50.0,,3,Data Science & SQL Development,Norway
1,1,2,10.30898599,12,0.693147181,,20.0,35,Android Development,Vietnam
1,1,2,4.615120517,4,0.0,,22.5,50,Frontend & WordPress Development,Australia
0,1,0,8.294299609,8,2.079441542,250.0,,35,WordPress & Web Development,Switzerland
1,1,0,6.685860947,12,0.693147181,,79.5,50,Marketing Automation & CRM,United States
0,1,2,6.216606101,4,1.791759469,20.0,,8,Project Management & Skills,United Arab Emirates
1,0,0,0.0,8,0.0,,75.0,50,E-commerce & Shopify Platforms,United States
1,1,1,3.433987204,12,0.693147181,,6.5,8,Programming Languages & Web Development,India
1,1,2,10.81979828,12,3.526360525,,30.0,35,E-commerce & Shopify Platforms,United States
1,0,0,4.394449155,12,0.0,,37.5,50,React & Frontend Development,United Kingdom
1,1,1,11.51293546,4,3.33220451,,27.5,35,Big Data & Business Analytics,United States
0,0,1,0.0,4,0.0,50.0,,8,Full-Stack Development,India
1,1,1,0.0,12,0.0,,17.5,50,Hybrid & Native App Development,Georgia
0,1,2,5.707110265,8,1.386294361,200.0,,18,Hybrid & Native App Development,India
1,0,1,0.0,2,0.0,,15.5,35,Full-Stack Development,United Kingdom
0,0,1,0.0,8,0.0,199.0,,13,Android & Mobile App Development,India
0,1,1,6.908754779,8,3.295836866,250.0,,35,Android & Mobile App Development,Singapore
1,1,1,0.0,12,0.0,,25.0,50,Full-Stack Development,Netherlands
0,1,1,1.791759469,8,0.0,50.0,,8,Big Data & Business Analytics,Ghana
0,1,2,7.601402335,12,1.098612289,3500.0,,8,Algorithm & Backend Programming,Israel
1,1,2,0.0,8,0.0,,12.5,50,Full-Stack Development,United States
0,0,1,0.0,8,0.0,1000.0,,35,Marketing Automation & CRM,Ireland
0,1,2,0.0,8,0.0,1200.0,,8,Android & Mobile App Development,China
0,0,2,0.0,4,0.0,550.0,,8,Full-Stack Development,South Africa
1,1,2,6.216606101,4,1.791759469,,20.0,18,Algorithm & Backend Programming,Germany
0,0,2,0.0,8,0.0,500.0,,3,Frontend & WordPress Development,Turkey
0,1,1,4.615120517,4,1.609437912,20.0,,35,WordPress & Web Development,Serbia
0,0,2,4.394449155,8,0.0,15000.0,,35,E-commerce & WordPress Development,Canada
0,1,2,8.853808275,8,2.302585093,350.0,,50,Web & Branding Development,Australia
0,1,2,6.908754779,8,2.079441542,50.0,,3,E-commerce Marketing & Platforms,India
1,1,2,5.707110265,4,0.693147181,,32.5,50,Web & Branding Development,Germany
0,1,2,10.59665973,8,2.63905733,500.0,,35,React & Frontend Development,Australia
0,1,0,9.210440367,12,2.995732274,1000.0,,35,Android & Mobile App Development,Australia
1,1,1,6.216606101,2,1.791759469,,19.0,13,RESTful API Development,Germany
0,0,2,0.0,2,0.0,46.0,,8,RESTful API Development,Indonesia
0,1,2,8.006700845,12,2.197224577,750.0,,35,Full-Stack Development,Germany
0,1,1,7.601402335,8,1.098612289,500.0,,13,React & Frontend Development,United Kingdom
0,0,1,0.0,8,0.0,800.0,,35,E-commerce & Shopify Platforms,Spain
0,0,1,0.0,8,0.0,100.0,,3,Backend Development,India
0,1,1,4.615120517,12,0.0,800.0,,13,Algorithm & Backend Programming,Israel
1,1,1,11.00211651,12,3.713572067,,6.0,35,Hybrid & Native App Development,Australia
0,1,1,6.908754779,8,0.693147181,500.0,,50,Full-Stack Development,India
1,1,2,0.0,4,0.0,,22.5,50,RESTful API Development,Canada
0,0,2,0.0,4,0.0,500.0,,35,Frontend & WordPress Development,India
0,0,2,0.0,4,0.0,90.0,,8,Frontend Branding Development,United States
0,1,0,10.81979828,8,4.564348191,100.0,,13,API & Data Engineering,United States
0,0,2,0.0,4,0.0,500.0,,18,Big Data & Business Analytics,Australia
1,1,1,9.210440367,4,2.890371758,,24.0,50,Full-Stack Development,Italy
1,0,1,0.0,8,0.0,,42.5,8,DevOps & Cloud Platforms,India
0,1,2,8.699681401,8,4.663439094,200.0,,13,AI & Mobile App Development,Thailand
0,1,2,4.262679877,4,1.609437912,30.0,,8,WordPress & Web Development,Australia
1,1,1,9.210440367,12,4.454347296,,27.5,50,E-commerce & Shopify Platforms,Singapore
0,1,1,0.0,4,0.0,60.0,,8,Android & Mobile App Development,India
0,1,2,11.51293546,12,5.755742214,3000.0,,50,Web & Branding Development,Singapore
1,1,1,7.601402335,12,0.0,,22.5,35,3D Modeling & Engineering,Iceland
0,1,2,9.210440367,8,2.995732274,50.0,,8,Full-Stack Development,Sweden
1,1,1,11.15626481,12,4.718498871,,10.0,3,Machine Learning & AI Development,South Africa
0,1,0,3.931825633,8,1.098612289,100.0,,13,E-commerce & Shopify Platforms,United States
0,1,1,4.394449155,12,2.197224577,998.0,,8,RESTful API Development,India
0,1,1,4.615120517,8,0.693147181,100.0,,18,Full-Stack Development,Netherlands
1,0,2,0.0,12,0.0,,36.0,18,Programming Languages & Web Development,United States
0,1,2,6.908754779,8,0.693147181,300.0,,35,Mobile Game Development,Italy
0,1,2,8.987321813,8,5.303304908,180.0,,3,E-commerce & WordPress Development,Ukraine
1,1,2,8.006700845,12,2.890371758,,12.5,18,Full-Stack Development,India
0,1,1,4.615120517,8,0.693147181,150.0,,13,Web & Branding Development,United States
1,0,0,0.0,8,0.0,,35.0,35,Frontend & WordPress Development,Netherlands
0,1,2,10.81979828,4,2.079441542,15.0,,3,Testing & Automation,United States
1,1,2,8.006700845,4,2.890371758,,12.5,35,React & Frontend Development,India
0,1,1,6.803505258,8,2.079441542,300.0,,35,WordPress & Web Development,United Kingdom
0,1,2,4.262679877,8,1.609437912,50.0,,8,Frontend Branding Development,Australia
1,1,1,8.006700845,4,2.772588722,,19.5,50,Full-Stack Development,Spain
0,1,2,4.615120517,8,0.693147181,500.0,,50,Project Management & Skills,Netherlands
1,1,2,10.59665973,12,4.574710979,,17.5,50,Backend Development,United States
0,1,2,2.397895273,4,0.693147181,12.0,,3,Android App Development,India
1,1,2,10.59665973,12,4.574710979,,15.0,35,Backend Development,United States
0,1,1,9.903537551,8,2.890371758,400.0,,13,Android & Mobile App Development,Singapore
1,1,2,3.433987204,12,1.098612289,,15.0,35,Full-Stack Development,Estonia
0,1,2,6.908754779,8,3.135494216,100.0,,13,Salesforce & CRM Development,United States
0,1,1,8.294299609,2,3.135494216,5.0,,18,Frontend Branding Development,India
0,1,2,0.0,8,0.0,150.0,,8,Game Development,India
1,1,2,10.59665973,12,4.574710979,,12.5,35,Backend Development,United States
1,1,1,0.0,12,0.0,,22.5,50,Blockchain & Smart Contracts,Australia
1,1,2,10.59665973,12,4.574710979,,15.0,35,Backend Development,United States
0,1,1,9.210440367,4,3.526360525,20.0,,18,WordPress & Web Development,Germany
1,0,1,0.0,12,0.0,,10.0,8,Full-Stack Development,United States
0,0,2,0.0,4,0.0,30.0,,3,Full-Stack Development,India
0,1,1,4.394449155,8,1.791759469,200.0,,3,WordPress & Web Development,Norway
0,1,2,8.987321813,4,5.303304908,30.0,,3,Full-Stack Development,Ukraine
0,0,2,0.0,8,0.0,200.0,,3,Android & Mobile App Development,India
1,0,2,0.0,8,0.0,,30.0,35,DevOps & Cloud Platforms,United Kingdom
